species	enzyme	status	nt_len	aa_len	blocks	introns	strand	seqid	prot_path	cds_path
Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds	PsiM	OK	372.0	123.0	0	0	+	NODE_62628_length_632_cov_100.437624	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds_PsiM.cds.fa
Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds	PsiH	OK	918.0	305.0	0	0	+	NODE_12943_length_2374_cov_59.420116	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds/Psilocybe_congolensis_ISOTYPE_NY-1652567.scaffolds_PsiH.cds.fa
Psilocybe_cubensis_IBUG-4367.scaffolds	PsiD	OK	1323.0	440.0	0	0	+	NODE_2611_length_3556_cov_5.994459	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cubensis_IBUG-4367.scaffolds/Psilocybe_cubensis_IBUG-4367.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cubensis_IBUG-4367.scaffolds/Psilocybe_cubensis_IBUG-4367.scaffolds_PsiD.cds.fa
Psilocybe_cubensis_IBUG-4367.scaffolds	PsiK	OK	1053.0	350.0	0	0	+	NODE_5674_length_1810_cov_5.479834	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cubensis_IBUG-4367.scaffolds/Psilocybe_cubensis_IBUG-4367.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cubensis_IBUG-4367.scaffolds/Psilocybe_cubensis_IBUG-4367.scaffolds_PsiK.cds.fa
Psilocybe_cubensis_IBUG-4367.scaffolds	PsiM	CHECK_ORF	552.0	150.0	0	0	+	NODE_11777_length_959_cov_5.868990	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cubensis_IBUG-4367.scaffolds/Psilocybe_cubensis_IBUG-4367.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cubensis_IBUG-4367.scaffolds/Psilocybe_cubensis_IBUG-4367.scaffolds_PsiM.cds.fa
Psilocybe_cubensis_IBUG-4367.scaffolds	PsiH	OK	915.0	304.0	0	0	+	NODE_6143_length_1699_cov_8.382316	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cubensis_IBUG-4367.scaffolds/Psilocybe_cubensis_IBUG-4367.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cubensis_IBUG-4367.scaffolds/Psilocybe_cubensis_IBUG-4367.scaffolds_PsiH.cds.fa
Psilocybe_cyanescens_WTU-F-011306.scaffolds	PsiD	OK	1320.0	439.0	0	0	+	NODE_1816_length_8631_cov_2.142756	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanescens_WTU-F-011306.scaffolds/Psilocybe_cyanescens_WTU-F-011306.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanescens_WTU-F-011306.scaffolds/Psilocybe_cyanescens_WTU-F-011306.scaffolds_PsiD.cds.fa
Psilocybe_cyanescens_WTU-F-011306.scaffolds	PsiK	OK	1089.0	362.0	0	0	+	NODE_870_length_14818_cov_2.512967	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanescens_WTU-F-011306.scaffolds/Psilocybe_cyanescens_WTU-F-011306.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanescens_WTU-F-011306.scaffolds/Psilocybe_cyanescens_WTU-F-011306.scaffolds_PsiK.cds.fa
Psilocybe_cyanescens_WTU-F-011306.scaffolds	PsiM	OK	933.0	310.0	0	0	-	NODE_2853_length_5385_cov_2.098897	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanescens_WTU-F-011306.scaffolds/Psilocybe_cyanescens_WTU-F-011306.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanescens_WTU-F-011306.scaffolds/Psilocybe_cyanescens_WTU-F-011306.scaffolds_PsiM.cds.fa
Psilocybe_cyanescens_WTU-F-011306.scaffolds	PsiH	OK	1527.0	508.0	0	0	-	NODE_870_length_14818_cov_2.512967	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanescens_WTU-F-011306.scaffolds/Psilocybe_cyanescens_WTU-F-011306.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanescens_WTU-F-011306.scaffolds/Psilocybe_cyanescens_WTU-F-011306.scaffolds_PsiH.cds.fa
Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds	PsiD	OK	687.0	228.0	0	0	+	NODE_16248_length_686_cov_36.533095	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds_PsiD.cds.fa
Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds	PsiK	OK	1083.0	360.0	0	0	-	NODE_7506_length_1938_cov_24.517946	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds_PsiK.cds.fa
Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds	PsiM	OK	891.0	296.0	0	0	-	NODE_389_length_21465_cov_25.375480	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds_PsiM.cds.fa
Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds	PsiH	OK	1512.0	503.0	0	0	+	NODE_3496_length_5060_cov_24.671599	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds/Psilocybe_cyanofibrillosa_ISOTYPE_NY-761605.scaffolds_PsiH.cds.fa
Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds	PsiD	OK	1293.0	430.0	0	0	-	NODE_796_length_16685_cov_27.044389	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds_PsiD.cds.fa
Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds	PsiK	OK	936.0	311.0	0	0	-	NODE_4461_length_3773_cov_30.781953	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds_PsiK.cds.fa
Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds	PsiM	CHECK_ORF	930.0	39.0	0	0	-	NODE_2777_length_6744_cov_27.976424	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds_PsiM.cds.fa
Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds	PsiH	OK	1476.0	491.0	0	0	-	NODE_4461_length_3773_cov_30.781953	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds/Psilocybe_fagicola_var_mesocystidiata_NY-761608.scaffolds_PsiH.cds.fa
Psilocybe_fimetaria_UBC-F30923.scaffolds	PsiD	OK	1209.0	402.0	0	0	+	NODE_1220_length_7478_cov_37.893226	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fimetaria_UBC-F30923.scaffolds/Psilocybe_fimetaria_UBC-F30923.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fimetaria_UBC-F30923.scaffolds/Psilocybe_fimetaria_UBC-F30923.scaffolds_PsiD.cds.fa
Psilocybe_fimetaria_UBC-F30923.scaffolds	PsiK	OK	1080.0	359.0	0	0	-	NODE_6775_length_1772_cov_29.221884	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fimetaria_UBC-F30923.scaffolds/Psilocybe_fimetaria_UBC-F30923.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fimetaria_UBC-F30923.scaffolds/Psilocybe_fimetaria_UBC-F30923.scaffolds_PsiK.cds.fa
Psilocybe_fimetaria_UBC-F30923.scaffolds	PsiM	OK	891.0	296.0	0	0	-	NODE_2088_length_5177_cov_41.250495	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fimetaria_UBC-F30923.scaffolds/Psilocybe_fimetaria_UBC-F30923.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fimetaria_UBC-F30923.scaffolds/Psilocybe_fimetaria_UBC-F30923.scaffolds_PsiM.cds.fa
Psilocybe_fimetaria_UBC-F30923.scaffolds	PsiH	OK	1518.0	505.0	0	0	-	NODE_3534_length_3374_cov_32.639975	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fimetaria_UBC-F30923.scaffolds/Psilocybe_fimetaria_UBC-F30923.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_fimetaria_UBC-F30923.scaffolds/Psilocybe_fimetaria_UBC-F30923.scaffolds_PsiH.cds.fa
Psilocybe_fuliginosa_NY-1901148.scaffolds	PsiD	NO_HIT			0	0				
Psilocybe_fuliginosa_NY-1901148.scaffolds	PsiK	NO_HIT			0	0				
Psilocybe_fuliginosa_NY-1901148.scaffolds	PsiM	NO_HIT			0	0				
Psilocybe_fuliginosa_NY-1901148.scaffolds	PsiH	NO_HIT			0	0				
Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds	PsiD	OK	798.0	265.0	0	0	-	NODE_8132_length_1782_cov_27.181269	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds_PsiD.cds.fa
Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds	PsiK	OK	1059.0	352.0	0	0	+	NODE_7428_length_2076_cov_31.003079	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds_PsiK.cds.fa
Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds	PsiM	OK	894.0	297.0	0	0	+	NODE_6041_length_2842_cov_27.757643	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds_PsiM.cds.fa
Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds	PsiH	OK	1503.0	500.0	0	0	+	NODE_3859_length_4824_cov_25.748563	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds_PsiH.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds/Psilocybe_galindii_ISOTYPE_NY-761609.scaffolds_PsiH.cds.fa
Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds	PsiD	OK	1296.0	431.0	0	0	+	NODE_3320_length_5801_cov_27.478675	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds_PsiD.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds_PsiD.cds.fa
Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds	PsiK	OK	903.0	300.0	0	0	-	NODE_9970_length_1765_cov_49.197802	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds_PsiK.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds_PsiK.cds.fa
Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds	PsiM	OK	930.0	309.0	0	0	-	NODE_600_length_18184_cov_28.548485	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds_PsiM.prot.fa	/Users/felix/Library/CloudStorage/OneDrive-SharedLibraries-MacquarieUniversity/Australian Genome Foundry - AWS cloud infrastructure/08_Ancestral_Seq_Sofia/20251015_Meeting_PsiloProteins_Felix/05_Felix_code/cds_extraction_outputs/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds/Psilocybe_guilartensis_PARATYPE_CFMR-PR-5680.scaffolds_PsiM.cds.fa
